shortName,shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,exonDensityGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,exonDensityGff,numIntronGff,intronDensityGff,rnaSeqCount,ES
Melsp1,Melsp1,Melanconium sp. NRRL 54901 v1.0,Melsp1_AssemblyScaffolds.fasta.gz,Melsp1_GeneCatalog_genes_20121023.gff.gz,Melsp1.filtered_proteins.FilteredModels1.gff3.gz,48.0,608.0,1724.0,2.83552631579,1116.0,1.84,16656.0,44629.0,2.6794548511,27973.0,1.68,0,pass
Melti1,Melti1,Melanospora tiffanyae F1KG0001 v1.0,Melti1_AssemblyScaffolds.fasta.gz,Melti1_GeneCatalog_genes_20150427.gff.gz,,49.8,,,,,,8994.0,22368.0,2.48699132755,13374.0,1.49,0,fail
Melva1,Melva1,Meliniomyces variabilis F v1.0,Melva1_AssemblyScaffolds.fasta.gz,Melva1_GeneCatalog_genes_20130406.gff.gz,Melva1.filtered_proteins.FilteredModels1.gff3.gz,47.6,20389.0,61938.0,3.03781450782,41549.0,2.04,20389.0,61938.0,3.03781450782,41549.0,2.04,1,pass
Metac1,Metac1,Metarhizium acridum CQMa 102,Metac1_AssemblyScaffolds.fasta.gz,Metac1_GeneCatalog_genes_20131003.gff.gz,Metac1.filtered_proteins.ExternalModels.gff3.gz,49.9,6046.0,16297.0,2.69550115779,10251.0,1.7,9849.0,26547.0,2.69540054828,16698.0,1.7,2,pass
Metan1,Metan1,Metarhizium robertsii ARSEF 23,Metan1_AssemblyScaffolds.fasta.gz,Metan1_GeneCatalog_genes_20131005.gff.gz,Metan1.filtered_proteins.ExternalModels.gff3.gz,51.5,10583.0,28326.0,2.67655674194,17743.0,1.68,10583.0,28326.0,2.67655674194,17743.0,1.68,10,fail
Metbi1,Metbi1,Metschnikowia bicuspidata NRRL YB-4993 v1.0,Metbi1_AssemblyScaffolds.fasta.gz,Metbi1_GeneCatalog_genes_20120327.gff.gz,Metbi1.filtered_proteins.FilteredModels1.gff3.gz,47.9,5851.0,7408.0,1.26610835755,1531.0,0.26,5851.0,7408.0,1.26610835755,1557.0,0.27,0,pass
Micca1,Micca1,Microsporum canis CBS 113480,Micca1_AssemblyScaffolds.fasta.gz,Micca1_GeneCatalog_genes_20130828.gff.gz,Micca1.filtered_proteins.BroadModels.gff3.gz,47.5,8915.0,28611.0,3.20931015143,19696.0,2.21,8915.0,28611.0,3.20931015143,19696.0,2.21,8,pass
Mictr1,Mictr1,Microascus trigonosporus CBS 218.31 v1.0,Mictr1_AssemblyScaffolds.fasta.gz,Mictr1_GeneCatalog_genes_20140926.gff.gz,,56.2,,,,,,13087.0,38141.0,2.91441888897,25054.0,1.91,0,pass
Mixos1,Mixos1,Mixia osmundae IAM 14324 v1.0,Mixos1_AssemblyScaffolds.fasta.gz,Mixos1_GeneCatalog_genes_20120207.gff.gz,Mixos1.filtered_proteins.FilteredModels1.gff3.gz,55.5,6903.0,31373.0,4.54483557873,24461.0,3.54,6903.0,31373.0,4.54483557873,24470.0,3.54,1,pass
Monha1,Monha1,Monacrosporium haptotylum CBS 200.50,Monha1_AssemblyScaffolds.fasta.gz,Monha1_GeneCatalog_genes_20131210.gff.gz,Monha1.filtered_proteins.ExternalModels.gff3.gz,45.3,10959.0,36264.0,3.30906104572,25305.0,2.31,10959.0,36264.0,3.30906104572,25305.0,2.31,3,pass
Monpe1_1,Monpe1_1,Moniliophthora perniciosa FA553,Monpe1_1_AssemblyScaffolds.fasta.gz,Monpe1_1_GeneCatalog_genes_20131213.gff.gz,Monpe1_1.filtered_proteins.ExternalModels.gff3.gz,47.9,13560.0,46187.0,3.40612094395,32627.0,2.41,13560.0,46187.0,3.40612094395,32627.0,2.41,10,fail
Monpu1,Monpu1,Monascus purpureus v1.0,Monpu1_AssemblyScaffolds.fasta.gz,Monpu1_GeneCatalog_genes_20130806.gff.gz,Monpu1.filtered_proteins.FilteredModels1.gff3.gz,49.0,8918.0,28491.0,3.19477461314,19573.0,2.19,8918.0,28491.0,3.19477461314,19573.0,2.19,1,pass
Monru1,Monru1,Monascus ruber NRRL 1597 v1.0,Monru1_AssemblyScaffolds.fasta.gz,Monru1_GeneCatalog_genes_20121211.gff.gz,Monru1.filtered_proteins.FilteredModels1.gff3.gz,48.9,5380.0,17128.0,3.18364312268,11748.0,2.18,9650.0,30214.0,3.13098445596,20564.0,2.13,0,pass
Morco1,Morco1,Morchella conica CCBAS932 v1.0,Morco1_AssemblyScaffolds.fasta.gz,Morco1_GeneCatalog_genes_20140113.gff.gz,Morco1.filtered_proteins.FilteredModels1.gff3.gz,47.2,10909.0,38272.0,3.50829590247,27363.0,2.51,11600.0,40124.0,3.45896551724,28524.0,2.46,1,pass
Morel1,Morel1,Mortierella elongata v1.0,Morel1_AssemblyScaffolds.fasta.gz,Morel1_GeneCatalog_genes_20120920.gff.gz,Morel1.filtered_proteins.FilteredModels1.gff3.gz,48.1,2505.0,8821.0,3.52135728543,6316.0,2.52,15976.0,53425.0,3.34407861793,37449.0,2.34,0,pass
Mucci2,Mucci2,Mucor circinelloides CBS277.49 v2.0,Mucor_circinelloides_v2_scaffolds.fasta.gz,,Mucci2.filtered_proteins.FilteredModels1.gff3.gz,42.2,5075.0,18947.0,3.73339901478,13872.0,2.73,,,,,,16,pass
Mutel1,Mutel1,Mutinus elegans ME.BST v1.0,Mutel1_MitoScaffolds.fasta.gz,Mutel1_GeneCatalog_genes_20150215.gff.gz,,25.3,,,,,,14626.0,85221.0,5.82667851771,70595.0,4.83,0,fail
Mycfi2,Mycfi2,Mycosphaerella fijiensis v2.0,Mycosphaerella_fijiensis_v2_AssemblyScaffolds.fasta.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,45.2,13107.0,47511.0,3.62485694667,34402.0,2.62,14626.0,85221.0,5.82667851771,70595.0,4.83,0,fail
Mycgr3,Mycgr3,Mycosphaerella graminicola v2.0,Mycgr3_MitoScaffolds.fasta.gz,Mgraminicolav2.FrozenGeneCatalog20080910.gff.gz,Mycgr3.filtered_proteins.FilteredModels1.gff3.gz,31.9,10933.0,28552.0,2.61154303485,17619.0,1.61,10952.0,28613.0,2.61258217677,17661.0,1.61,45,fail
Myche1,Myche1,Myceliophthora heterothallica CBS 203.75 v1.0,Myche1_AssemblyScaffolds.fasta.gz,Myche1_GeneCatalog_genes_20150518.gff.gz,,52.9,,,,,,10061.0,27779.0,2.76105754895,17718.0,1.76,0,pass
Myrdu1,Myrdu1,Myriangium duriaei CBS 260.36 v1.0,Myrdu1_AssemblyScaffolds.fasta.gz,Myrdu1_GeneCatalog_genes_20121211.gff.gz,Myrdu1.filtered_proteins.FilteredModels1.gff3.gz,52.2,10685.0,25327.0,2.37033224146,14642.0,1.37,10685.0,25327.0,2.37033224146,14642.0,1.37,0,pass
Myrin1,Myrin1,Myrothecium inundatum CBS 120646 v1.0,Myrin1_AssemblyScaffolds.fasta.gz,Myrin1_GeneCatalog_genes_20140928.gff.gz,,51.5,,,,,,13553.0,38656.0,2.85220984284,25103.0,1.85,0,fail
Mytre1,Mytre1,Mytilinidion resinicola CBS 304.34 v1.0,Mytre1_AssemblyScaffolds.fasta.gz,Mytre1_GeneCatalog_genes_20150115.gff.gz,,50.5,,,,,,16794.0,47306.0,2.81683934739,30512.0,1.82,0,pass
Nadfu1,Nadfu1,Nadsonia fulvescens var. elongata DSM 6958 v1.0,Nadfu1_AssemblyScaffolds.fasta.gz,Nadfu1_GeneCatalog_genes_20110909.gff.gz,Nadfu1.filtered_proteins.FilteredModels1.gff3.gz,39.3,5657.0,8862.0,1.56655471098,3201.0,0.57,5657.0,8862.0,1.56655471098,3205.0,0.57,0,pass
Naifl1,Naifl1,Naiadella fluitans ATCC 64713 v1.0,Naifl1_AssemblyScaffolds.fasta.gz,Naifl1_GeneCatalog_genes_20140403.gff.gz,Naifl1.filtered_proteins.FilteredModels2.gff3.gz,49.3,13270.0,70814.0,5.33639788998,57544.0,4.34,13270.0,70814.0,5.33639788998,57544.0,4.34,0,pass
Necha2,Necha2,Nectria haematococca v2.0,Necha2_scaffolds.fasta.gz,,Necha2.filtered_proteins.FilteredModels1.gff3.gz,50.8,9665.0,29373.0,3.03911019141,19708.0,2.04,,,,,,0,pass
Nempa1,Nempa1,Nematocida parisii ERTm1,Nempa1_AssemblyScaffolds.fasta.gz,Nempa1_GeneCatalog_genes_20130904.gff.gz,Nempa1.filtered_proteins.BroadModels.gff3.gz,34.4,2661.0,2663.0,1.00075159714,2.0,0.0,2661.0,2663.0,1.00075159714,2.0,0.0,23,fail
Neofi1,Neofi1,Neosartorya fischeri NRRL 181,Neofi1_AssemblyScaffolds.fasta.gz,Neofi1_GeneCatalog_genes_20120815.gff.gz,Neofi1.filtered_proteins.ExternalModels.gff3.gz,49.4,10406.0,30984.0,2.97751297328,20578.0,1.98,10406.0,30984.0,2.97751297328,20578.0,1.98,0,pass
Neole1,Neole1,Neolentinus lepideus v1.0,Neole1_AssemblyScaffolds.fasta.gz,Neole1_GeneCatalog_genes_20130125.gff.gz,Neole1.filtered_proteins.FilteredModels1.gff3.gz,50.9,13164.0,75210.0,5.71330902461,62046.0,4.71,13164.0,75210.0,5.71330902461,62046.0,4.71,1,pass
Neopa1,Neopa1,Neofusicoccum parvum UCRNP2,Neopa1_AssemblyScaffolds.fasta.gz,Neopa1_GeneCatalog_genes_20130909.gff.gz,Neopa1.filtered_proteins.ExternalModels.gff3.gz,56.8,10366.0,32758.0,3.16013891569,22392.0,2.16,10366.0,32758.0,3.16013891569,22392.0,2.16,12,pass
Neucr2,Neucr2,Neurospora crassa OR74A v2.0,Neucr2_AssemblyScaffolds.fasta.gz,Neucr2_GeneCatalog_genes_20130412.gff.gz,Neucr2.filtered_proteins.BroadModels.gff3.gz,48.3,10785.0,30794.0,2.85526193788,20009.0,1.86,10785.0,30794.0,2.85526193788,20009.0,1.86,506,pass
Neucr_trp3_1,Neucr_trp3_1,Neurospora crassa FGSC 73 trp-3 v1.0,Neucr_trp3_1_AssemblyScaffolds.fasta.gz,Neucr_trp3_1_GeneCatalog_genes_20140324.gff.gz,Neucr_trp3_1.filtered_proteins.FilteredModels3.gff3.gz,48.9,2711.0,7335.0,2.70564367392,4618.0,1.7,11978.0,31502.0,2.62998831191,19524.0,1.63,506,pass
Neudi1,Neudi1,Neurospora discreta FGSC 8579 mat A,Neurospora_discreta.AssemblyScaffolds.fasta.gz,,Neudi1.filtered_proteins.FilteredModels2.gff3.gz,49.5,389.0,1001.0,2.57326478149,612.0,1.57,,,,,,8,pass
Neute_matA2,Neute_matA2,,,Neute_matA2.filtered_proteins.FilteredModels1.gff3.gz,,,,,,,,11978.0,31502.0,2.62998831191,19524.0,1.63,0,
Neute_mat_a1,Neute_mat_a1,Neurospora tetrasperma FGSC 2509 mat a v1.0,Neurospora_tetrasperma_mata_AssemblyScaffolds.fasta.gz,,Neute_mat_a1.filtered_proteins.FilteredModels1.gff3.gz,49.7,1273.0,3584.0,2.81539670071,2311.0,1.82,,,,,,8,fail
Nieex1,Nieex1,Niesslia exilis CBS 358.70 v1.0,Nieex1_AssemblyScaffolds.fasta.gz,Nieex1_GeneCatalog_genes_20140925.gff.gz,,54.7,,,,,,13499.0,37598.0,2.78524335136,24099.0,1.79,0,pass
Nosce1,Nosce1,Nosema ceranae BRL01,Nosce1_AssemblyScaffolds.fasta.gz,Nosce1_GeneCatalog_genes_20140109.gff.gz,Nosce1.filtered_proteins.ExternalModels.gff3.gz,25.3,2060.0,2066.0,1.00291262136,6.0,0.0,2060.0,2066.0,1.00291262136,6.0,0.0,6,pass
Obbri1,Obbri1,Obba rivulosa 3A-2 v1.0,Obbri1_AssemblyScaffolds.fasta.gz,Obbri1_GeneCatalog_genes_20140615.gff.gz,Obbri1.filtered_proteins.FilteredModels1.gff3.gz,53.6,13206.0,79539.0,6.02294411631,66333.0,5.02,13206.0,79539.0,6.02294411631,66333.0,5.02,1,pass
Oidma1,Oidma1,Oidiodendron maius Zn v1.0,Oidma1_AssemblyScaffolds.fasta.gz,Oidma1_GeneCatalog_genes_20110606.gff.gz,Oidma1.filtered_proteins.FilteredModels1.gff3.gz,47.1,510.0,1471.0,2.88431372549,961.0,1.88,16703.0,49633.0,2.97150212537,32930.0,1.97,6,pass
Ompol1,Ompol1,Omphalotus olearius,Ompol1_AssemblyScaffolds.fasta.gz,Ompol1_GeneCatalog_genes_20130516.gff.gz,Ompol1.filtered_proteins.ExternalModels.gff3.gz,47.4,2128.0,16142.0,7.58552631579,14014.0,6.59,8171.0,59820.0,7.32101333986,51649.0,6.32,0,pass
Onnsc1,Onnsc1,Onnia scaura P-53A v1.0,Onnsc1_AssemblyScaffolds.fasta.gz,Onnsc1_GeneCatalog_genes_20150419.gff.gz,,50.7,,,,,,12895.0,68688.0,5.32671578131,55793.0,4.33,0,pass
Ophdi1,Ophdi1,Ophiobolus disseminans CBS 113818 v1.0,Ophdi1_AssemblyScaffolds.fasta.gz,Ophdi1_GeneCatalog_genes_20140614.gff.gz,Ophdi1.filtered_proteins.FilteredModels1.gff3.gz,51.7,16027.0,41581.0,2.59443439196,25554.0,1.59,16027.0,41581.0,2.59443439196,25554.0,1.59,1,pass
Ophpc1,Ophpc1,Ophiostoma piceae UAMH 11346,Ophpc1_AssemblyScaffolds.fasta.gz,Ophpc1_GeneCatalog_genes_20130927.gff.gz,Ophpc1.filtered_proteins.ExternalModels.gff3.gz,53.4,8884.0,20072.0,2.25934263845,11188.0,1.26,8884.0,20072.0,2.25934263845,11188.0,1.26,0,pass
Orpsp1_1,Orpsp1_1,Orpinomyces sp.,Orpsp1_1_AssemblyScaffolds.fasta.gz,Orpsp1_1_GeneCatalog_genes_20140826.gff.gz,,17.0,,,,,,18936.0,56378.0,2.97729193071,37442.0,1.98,0,pass
Pacta1_2,Pacta1_2,Pachysolen tannophilus NRRL Y-2460 v1.2,Pacta1_2_AssemblyScaffolds.fasta.gz,Pacta1_2_GeneCatalog_genes_20110630.gff.gz,Pacta1_2.filtered_proteins.Filteredmodels2.gff3.gz,29.9,5675.0,7541.0,1.32881057269,1846.0,0.33,5675.0,7541.0,1.32881057269,1866.0,0.33,0,pass
Panru1,Panru1,Panus rudis PR-1116 ss-1 v1.0,Panru1_AssemblyScaffolds.fasta.gz,Panru1_GeneCatalog_genes_20141214.gff.gz,,50.1,,,,,,13568.0,77507.0,5.71248525943,63939.0,4.71,0,pass
Panst_KUC8834_1_1,Panst_KUC8834_1_1,Panellus stipticus KUC8834 v1.1,Panst_KUC8834_1_1_AssemblyScaffolds.fasta.gz,Panst_KUC8834_1_1_GeneCatalog_genes_20140710.gff.gz,,53.4,,,,,,15860.0,90462.0,5.70378310214,74602.0,4.7,2,pass
Parbr1,Parbr1,Paracoccidioides brasiliensis Pb03,Parbr1_AssemblyScaffolds.fasta.gz,Parbr1_GeneCatalog_genes_20131018.gff.gz,Parbr1.filtered_proteins.BroadModels.gff3.gz,44.5,7876.0,27450.0,3.48527171153,19574.0,2.49,7876.0,27450.0,3.48527171153,19574.0,2.49,0,pass
Parsp1,Parsp1,Paraconiothyrium sporulosum AP3s5-JAC2a v1.0,Parsp1_AssemblyScaffolds.fasta.gz,Parsp1_GeneCatalog_genes_20141011.gff.gz,,53.4,,,,,,14745.0,39638.0,2.68823329942,24893.0,1.69,0,pass
Patat1,Patat1,Patellaria atrata v1.0,Patat1.draft.mito.scaffolds.fasta.gz,Patat1_GeneCatalog_genes_20130514.gff.gz,Patat1.filtered_proteins.FilteredModels1.gff3.gz,27.6,9794.0,29109.0,2.9721257913,19315.0,1.97,9794.0,29109.0,2.9721257913,19315.0,1.97,0,fail
Paxam1,Paxam1,Paxillus ammoniavirescens Pou09.2 v1.0,Paxam1_AssemblyScaffolds.fasta.gz,Paxam1_GeneCatalog_genes_20150425.gff.gz,,50.0,,,,,,13473.0,76567.0,5.68299562087,63094.0,4.68,0,pass
Paxin1,Paxin1,Paxillus involutus ATCC 200175 v1.0,Paxin1_AssemblyScaffolds.fasta.gz,Paxin1_GeneCatalog_genes_20110501.gff.gz,Paxin1.filtered_proteins.FilteredModels1.gff3.gz,50.2,17968.0,89577.0,4.98536286732,71601.0,3.98,17968.0,89577.0,4.98536286732,71609.0,3.99,6,pass
Paxru1,Paxru1,Paxillus rubicundulus Ve08.2h10 v1.0,Paxru1_AssemblyScaffolds.fasta.gz,Paxru1_GeneCatalog_genes_20120726.gff.gz,Paxru1.filtered_proteins.FilteredModels1.gff3.gz,48.0,22065.0,84123.0,3.81250849762,62006.0,2.81,22065.0,84123.0,3.81250849762,62058.0,2.81,0,pass
Penac1,Penac1,Talaromyces aculeatus ATCC 10409 v1.0,Penac1_AssemblyScaffolds.fasta.gz,Penac1_GeneCatalog_genes_20140123.gff.gz,Penac1.filtered_proteins.FilteredModels1.gff3.gz,46.6,13793.0,43599.0,3.16095120713,29806.0,2.16,13793.0,43599.0,3.16095120713,29806.0,2.16,1,pass
Penbi1,Penbi1,Penicillium bilaiae ATCC 20851 v1.0,Penbi1_AssemblyScaffolds.fasta.gz,Penbi1_GeneCatalog_genes_20130602.gff.gz,Penbi1.filtered_proteins.FilteredModels1.gff3.gz,47.0,13606.0,40576.0,2.98221372924,26970.0,1.98,13606.0,40576.0,2.98221372924,26970.0,1.98,0,pass
Penbr2,Penbr2,Penicillium brevicompactum v2.0,Penbr2_AssemblyScaffolds.fasta.gz,Penbr2_GeneCatalog_genes_20130810.gff.gz,,49.0,,,,,,11536.0,35633.0,3.08885228849,24097.0,2.09,1,fail
PenbrAgRF18_1,PenbrAgRF18_1,Penicillium brevicompactum AgRF18 v1.0,PenbrAgRF18_1_AssemblyScaffolds.fasta.gz,PenbrAgRF18_1_GeneCatalog_genes_20131217.gff.gz,PenbrAgRF18_1.filtered_proteins.FilteredModels1.gff3.gz,49.3,7183.0,21801.0,3.03508283447,14618.0,2.04,12343.0,37298.0,3.02179372924,24955.0,2.02,1,pass
Penca1,Penca1,Penicillium canescens ATCC 10419 v1.0,Penca1_AssemblyScaffolds.fasta.gz,Penca1_GeneCatalog_genes_20130524.gff.gz,Penca1.filtered_proteins.FilteredModels1.gff3.gz,49.1,12374.0,38553.0,3.11564570874,26178.0,2.12,12374.0,38553.0,3.11564570874,26179.0,2.12,0,pass
Pench1,Pench1,Penicillium chrysogenum v1.0,Pench1_AssemblyScaffolds.fasta.gz,Pench1_GeneCatalog_genes_20120123.gff.gz,Pench1.filtered_proteins.FilteredModels1.gff3.gz,48.8,11396.0,35513.0,3.11626886627,24117.0,2.12,11396.0,35513.0,3.11626886627,24117.0,2.12,3,pass
PenchWisc1_1,PenchWisc1_1,Penicillium chrysogenum Wisconsin 54-1255,PenchWisc1_1_AssemblyScaffolds.fasta.gz,PenchWisc1_1_GeneCatalog_genes_20140114.gff.gz,PenchWisc1_1.filtered_proteins.ExternalModels.gff3.gz,49.0,13671.0,41997.0,3.07197717797,28326.0,2.07,13671.0,41997.0,3.07197717797,28326.0,2.07,3,pass
Pendi1,Pendi1,Penicillium digitatum PHI26,Pendi1_AssemblyScaffolds.fasta.gz,Pendi1_GeneCatalog_genes_20131020.gff.gz,Pendi1.filtered_proteins.ExternalModels.gff3.gz,48.9,9118.0,24305.0,2.66560649265,15187.0,1.67,9118.0,24305.0,2.66560649265,15187.0,1.67,8,fail
Penex1,Penex1,Penicillium expansum ATCC 24692 v1.0,Penex1_AssemblyScaffolds.fasta.gz,Penex1_GeneCatalog_genes_20130524.gff.gz,Penex1.filtered_proteins.FilteredModels1.gff3.gz,47.4,3749.0,11674.0,3.11389703921,7925.0,2.11,11807.0,37714.0,3.19420682646,25907.0,2.19,8,pass
Penfe1,Penfe1,Penicillium fellutanum ATCC 48694 v1.0,Penfe1_AssemblyScaffolds.fasta.gz,Penfe1_GeneCatalog_genes_20130528.gff.gz,Penfe1.filtered_proteins.FilteredModels1.gff3.gz,48.5,8208.0,25772.0,3.13986354776,17564.0,2.14,11300.0,35298.0,3.12371681416,23998.0,2.12,0,pass
Pengl1,Pengl1,Penicillium glabrum DAOM 239074 v1.0,Pengl1_AssemblyScaffolds.fasta.gz,Pengl1_GeneCatalog_genes_20130524.gff.gz,Pengl1.filtered_proteins.FilteredModels1.gff3.gz,48.3,5720.0,17564.0,3.07062937063,11844.0,2.07,12328.0,37550.0,3.04591174562,25222.0,2.05,0,pass
Penja1,Penja1,Penicillium janthinellum ATCC 10455 v1.0,Penja1_AssemblyScaffolds.fasta.gz,Penja1_GeneCatalog_genes_20140203.gff.gz,Penja1.filtered_proteins.FilteredModels1.gff3.gz,51.0,6663.0,20819.0,3.12456851268,14156.0,2.12,12098.0,37102.0,3.06678789883,25004.0,2.07,2,pass
Penla1,Penla1,Penicillium lanosocoeruleum ATCC 48919 v1.0,Penla1_AssemblyScaffolds.fasta.gz,Penla1_GeneCatalog_genes_20130529.gff.gz,Penla1.filtered_proteins.FilteredModels1.gff3.gz,48.7,7416.0,23017.0,3.10369471413,15601.0,2.1,10698.0,33120.0,3.09590577678,22422.0,2.1,1,pass
Penox1,Penox1,Penicillium oxalicum 114-2,Penox1_AssemblyScaffolds.fasta.gz,Penox1_GeneCatalog_genes_20131211.gff.gz,Penox1.filtered_proteins.ExternalModels.gff3.gz,50.7,9979.0,29452.0,2.95139793566,19473.0,1.95,9979.0,29452.0,2.95139793566,19473.0,1.95,40,fail
Penra1,Penra1,Penicillium raistrickii ATCC 10490 v1.0,Penra1_AssemblyScaffolds.fasta.gz,Penra1_GeneCatalog_genes_20140107.gff.gz,Penra1.filtered_proteins.FilteredModels1.gff3.gz,46.6,10210.0,31562.0,3.09128305583,21352.0,2.09,11368.0,35334.0,3.10819845179,23966.0,2.11,1,pass
Perma1,Perma1,Periconia macrospinosa DSE2036 v1.0,Perma1_AssemblyScaffolds.fasta.gz,Perma1_GeneCatalog_genes_20141217.gff.gz,,47.2,,,,,,18750.0,49519.0,2.64101333333,30769.0,1.64,0,pass
Phaal1,Phaal1,Phaeoacremonium aleophilum UCRPA7,Phaal1_AssemblyScaffolds.fasta.gz,Phaal1_GeneCatalog_genes_20130924.gff.gz,Phaal1.filtered_proteins.ExternalModels.gff3.gz,49.7,8834.0,24561.0,2.78028073353,15727.0,1.78,8834.0,24561.0,2.78028073353,15727.0,1.78,9,pass
Phaca1,Phaca1,Phanerochaete carnosa HHB-10118-Sp v1.0,Phaca1_AssemblyScaffolds.fasta.gz,Phaca1_GeneCatalog_genes_20101213.gff.gz,Phaca1.filtered_proteins.FilteredModels4.gff3.gz,53.1,13937.0,74759.0,5.36406687235,60819.0,4.36,13937.0,74759.0,5.36406687235,60822.0,4.36,1,pass
Phchr2,Phchr2,Phanerochaete chrysosporium RP-78 v2.2,Phchr2_AssemblyScaffolds.fasta.gz,Phchr2_GeneCatalog_genes_20131210.gff.gz,Phchr2.filtered_proteins.FilteredModels1.gff3.gz,56.8,13602.0,73603.0,5.41118953095,60001.0,4.41,13602.0,73603.0,5.41118953095,60001.0,4.41,6,pass
Phisc1,Phisc1,Phialocephala scopiformis 5WS22E1 v1.0,Phisc1_AssemblyScaffolds.fasta.gz,Phisc1_GeneCatalog_genes_20150213.gff.gz,,47.6,,,,,,18573.0,57092.0,3.07392451408,38519.0,2.07,0,pass
Phlbr1,Phlbr1,Phlebia brevispora HHB-7030 SS6 v1.0,Phlbr1_AssemblyScaffolds.fasta.gz,Phlbr1_GeneCatalog_genes_20110325.gff.gz,Phlbr1.filtered_proteins.FilteredModels1.gff3.gz,52.0,16170.0,91546.0,5.66147186147,75375.0,4.66,16170.0,91546.0,5.66147186147,75376.0,4.66,0,pass
Phlgi1,Phlgi1,Phlebiopsis gigantea v1.0,Phlgi1_AssemblyScaffolds.fasta.gz,Phlgi1_GeneCatalog_genes_20110614.gff.gz,Phlgi1.filtered_proteins.FilteredModels2.gff3.gz,54.8,11891.0,71317.0,5.99756118072,59426.0,5.0,11891.0,71317.0,5.99756118072,59426.0,5.0,8,pass
Photr1,Photr1,Phoma tracheiphila IPT5 v1.0,Photr1_AssemblyScaffolds.fasta.gz,Photr1_GeneCatalog_genes_20140424.gff.gz,Photr1.filtered_proteins.FilteredModels1.gff3.gz,51.4,8501.0,22996.0,2.70509351841,14495.0,1.71,13209.0,35238.0,2.66772655008,22029.0,1.67,0,pass
Phybl2,Phybl2,Phycomyces blakesleeanus NRRL1555 v2.0,Phycomyces_blakesleeanus_v2_scaffolds.fasta.gz,,Phybl2.filtered_proteins.FilteredModels3.gff3.gz,35.8,1551.0,6986.0,4.50419084462,5435.0,3.5,,,,,,1,pass
Phycit1,Phycit1,Phyllosticta citriasiana v1.0,Phycit1_AssemblyScaffolds.fasta.gz,Phycit1_GeneCatalog_genes_20140925.gff.gz,,53.1,,,,,,11368.0,30766.0,2.7063687544,19398.0,1.71,0,pass
Picme2,Picme2,Pichia membranifaciens v2.0,Picme2_AssemblyScaffolds.fasta.gz,Picme2_GeneCatalog_genes_20111110.gff.gz,Picme2.filtered_proteins.FilteredModels1.gff3.gz,45.1,5546.0,6816.0,1.22899386946,1227.0,0.22,5546.0,6816.0,1.22899386946,1270.0,0.23,2,pass
Picpa1,Picpa1,Pichia pastoris,Picpa1_AssemblyScaffolds.fasta.gz,Picpa1_GeneCatalog_genes_20130227.gff.gz,Picpa1.filtered_proteins.ExternalModels.gff3.gz,41.1,5040.0,5612.0,1.11349206349,572.0,0.11,5040.0,5612.0,1.11349206349,572.0,0.11,15,pass
Picst3,Picst3,Pichia stipitis v2.0,pichia.AssembledScaffolds.fasta.gz,Pstipitisv2.FrozenGeneCatalog20080115.gff.gz,Picst3.filtered_proteins.GeneCatalog.gff3.gz,41.1,669.0,924.0,1.38116591928,255.0,0.38,5807.0,8390.0,1.44480799036,2583.0,0.44,2,pass
Pieho1_1,Pieho1_1,Piedraia hortae v1.1,Pieho1_1_AssemblyScaffolds.fasta.gz,Pieho1_1_GeneCatalog_genes_20130807.gff.gz,Pieho1_1.filtered_proteins.FilteredModels1.gff3.gz,52.2,7572.0,13903.0,1.83610670893,6331.0,0.84,7572.0,13903.0,1.83610670893,6331.0,0.84,0,fail
Pilcr1,Pilcr1,Piloderma croceum F 1598 v1.0,Pilcr1_AssemblyScaffolds.fasta.gz,Pilcr1_GeneCatalog_genes_20120328.gff.gz,Pilcr1.filtered_proteins.FilteredModels1.gff3.gz,46.3,21583.0,102528.0,4.75040541167,80921.0,3.75,21583.0,102528.0,4.75040541167,80945.0,3.75,6,pass
PirE2_1,PirE2_1,Piromyces sp. E2 v1.0,PirE2_1_AssemblyScaffolds.fasta.gz,PirE2_1_GeneCatalog_genes_20110421.gff.gz,PirE2_1.filtered_proteins.FilteredModels1.gff3.gz,21.8,14648.0,45229.0,3.08772528673,30577.0,2.09,14648.0,45229.0,3.08772528673,30581.0,2.09,0,pass
Pirin1,Pirin1,Piriformospora indica DSM 11827 from MPI,Pirin1_AssemblyScaffolds.fasta.gz,Pirin1_GeneCatalog_genes_20111203.gff.gz,Pirin1.filtered_proteins.ExternalModels1.gff3.gz,50.7,11767.0,60685.0,5.15721934223,48916.0,4.16,11767.0,60685.0,5.15721934223,48918.0,4.16,0,fail
Pismi1,Pismi1,Pisolithus microcarpus 441 v1.0,Pismi1_AssemblyScaffolds.fasta.gz,Pismi1_GeneCatalog_genes_20120412.gff.gz,Pismi1.filtered_proteins.FilteredModels1.gff3.gz,49.0,21064.0,85126.0,4.04130269654,64041.0,3.04,21064.0,85126.0,4.04130269654,64062.0,3.04,24,pass
