shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,numIntronGff,intronDensityGff,rnaSeqCount
Ophpc1,Ophiostoma piceae UAMH 11346,Ophpc1_AssemblyScaffolds.fasta.gz,Ophpc1_GeneCatalog_genes_20130927.gff.gz,Ophpc1.filtered_proteins.ExternalModels.gff3.gz,53.4,8884.0,20072.0,11188.0,1.26,8884.0,20072.0,11188.0,1.26,0
Orpsp1_1,Orpinomyces sp.,Orpsp1_1_AssemblyScaffolds.fasta.gz,Orpsp1_1_GeneCatalog_genes_20140826.gff.gz,,17.0,,,,,18936.0,56378.0,37442.0,1.98,0
Pacta1_2,Pachysolen tannophilus NRRL Y-2460 v1.2,Pacta1_2_AssemblyScaffolds.fasta.gz,Pacta1_2_GeneCatalog_genes_20110630.gff.gz,Pacta1_2.filtered_proteins.Filteredmodels2.gff3.gz,29.9,5675.0,7541.0,1846.0,0.33,5675.0,7541.0,1866.0,0.33,0
Panru1,Panus rudis PR-1116 ss-1 v1.0,Panru1_AssemblyScaffolds.fasta.gz,Panru1_GeneCatalog_genes_20141214.gff.gz,,50.1,,,,,13568.0,77507.0,63939.0,4.71,0
Panst_KUC8834_1_1,Panellus stipticus KUC8834 v1.1,Panst_KUC8834_1_1_AssemblyScaffolds.fasta.gz,Panst_KUC8834_1_1_GeneCatalog_genes_20140710.gff.gz,,53.4,,,,,15860.0,90462.0,74602.0,4.7,2
Parbr1,Paracoccidioides brasiliensis Pb03,Parbr1_AssemblyScaffolds.fasta.gz,Parbr1_GeneCatalog_genes_20131018.gff.gz,Parbr1.filtered_proteins.BroadModels.gff3.gz,44.5,7876.0,27450.0,19574.0,2.49,7876.0,27450.0,19574.0,2.49,0
Parsp1,Paraconiothyrium sporulosum AP3s5-JAC2a v1.0,Parsp1_AssemblyScaffolds.fasta.gz,Parsp1_GeneCatalog_genes_20141011.gff.gz,,53.4,,,,,14745.0,39638.0,24893.0,1.69,0
Patat1,Patellaria atrata v1.0,Patat1.draft.mito.scaffolds.fasta.gz,Patat1_GeneCatalog_genes_20130514.gff.gz,Patat1.filtered_proteins.FilteredModels1.gff3.gz,27.6,9794.0,29109.0,19315.0,1.97,9794.0,29109.0,19315.0,1.97,0
Paxam1,Paxillus ammoniavirescens Pou09.2 v1.0,Paxam1_AssemblyScaffolds.fasta.gz,Paxam1_GeneCatalog_genes_20150425.gff.gz,,50.0,,,,,13473.0,76567.0,63094.0,4.68,0
Paxin1,Paxillus involutus ATCC 200175 v1.0,Paxin1_AssemblyScaffolds.fasta.gz,Paxin1_GeneCatalog_genes_20110501.gff.gz,Paxin1.filtered_proteins.FilteredModels1.gff3.gz,50.2,17968.0,89577.0,71601.0,3.98,17968.0,89577.0,71609.0,3.99,6
Paxru1,Paxillus rubicundulus Ve08.2h10 v1.0,Paxru1_AssemblyScaffolds.fasta.gz,Paxru1_GeneCatalog_genes_20120726.gff.gz,Paxru1.filtered_proteins.FilteredModels1.gff3.gz,48.0,22065.0,84123.0,62006.0,2.81,22065.0,84123.0,62058.0,2.81,0
Penac1,Talaromyces aculeatus ATCC 10409 v1.0,Penac1_AssemblyScaffolds.fasta.gz,Penac1_GeneCatalog_genes_20140123.gff.gz,Penac1.filtered_proteins.FilteredModels1.gff3.gz,46.6,13793.0,43599.0,29806.0,2.16,13793.0,43599.0,29806.0,2.16,1
Penbi1,Penicillium bilaiae ATCC 20851 v1.0,Penbi1_AssemblyScaffolds.fasta.gz,Penbi1_GeneCatalog_genes_20130602.gff.gz,Penbi1.filtered_proteins.FilteredModels1.gff3.gz,47.0,13606.0,40576.0,26970.0,1.98,13606.0,40576.0,26970.0,1.98,0
Penbr2,Penicillium brevicompactum v2.0,Penbr2_AssemblyScaffolds.fasta.gz,Penbr2_GeneCatalog_genes_20130810.gff.gz,,49.0,,,,,11536.0,35633.0,24097.0,2.09,1
PenbrAgRF18_1,Penicillium brevicompactum AgRF18 v1.0,PenbrAgRF18_1_AssemblyScaffolds.fasta.gz,PenbrAgRF18_1_GeneCatalog_genes_20131217.gff.gz,PenbrAgRF18_1.filtered_proteins.FilteredModels1.gff3.gz,49.3,7183.0,21801.0,14618.0,2.04,12343.0,37298.0,24955.0,2.02,1
Penca1,Penicillium canescens ATCC 10419 v1.0,Penca1_AssemblyScaffolds.fasta.gz,Penca1_GeneCatalog_genes_20130524.gff.gz,Penca1.filtered_proteins.FilteredModels1.gff3.gz,49.1,12374.0,38553.0,26178.0,2.12,12374.0,38553.0,26179.0,2.12,0
Pench1,Penicillium chrysogenum v1.0,Pench1_AssemblyScaffolds.fasta.gz,Pench1_GeneCatalog_genes_20120123.gff.gz,Pench1.filtered_proteins.FilteredModels1.gff3.gz,48.8,11396.0,35513.0,24117.0,2.12,11396.0,35513.0,24117.0,2.12,3
PenchWisc1_1,Penicillium chrysogenum Wisconsin 54-1255,PenchWisc1_1_AssemblyScaffolds.fasta.gz,PenchWisc1_1_GeneCatalog_genes_20140114.gff.gz,PenchWisc1_1.filtered_proteins.ExternalModels.gff3.gz,49.0,13671.0,41997.0,28326.0,2.07,13671.0,41997.0,28326.0,2.07,3
Pendi1,Penicillium digitatum PHI26,Pendi1_AssemblyScaffolds.fasta.gz,Pendi1_GeneCatalog_genes_20131020.gff.gz,Pendi1.filtered_proteins.ExternalModels.gff3.gz,48.9,9118.0,24305.0,15187.0,1.67,9118.0,24305.0,15187.0,1.67,8
Penex1,Penicillium expansum ATCC 24692 v1.0,Penex1_AssemblyScaffolds.fasta.gz,Penex1_GeneCatalog_genes_20130524.gff.gz,Penex1.filtered_proteins.FilteredModels1.gff3.gz,47.4,3749.0,11674.0,7925.0,2.11,11807.0,37714.0,25907.0,2.19,8
Penfe1,Penicillium fellutanum ATCC 48694 v1.0,Penfe1_AssemblyScaffolds.fasta.gz,Penfe1_GeneCatalog_genes_20130528.gff.gz,Penfe1.filtered_proteins.FilteredModels1.gff3.gz,48.5,8208.0,25772.0,17564.0,2.14,11300.0,35298.0,23998.0,2.12,0
Pengl1,Penicillium glabrum DAOM 239074 v1.0,Pengl1_AssemblyScaffolds.fasta.gz,Pengl1_GeneCatalog_genes_20130524.gff.gz,Pengl1.filtered_proteins.FilteredModels1.gff3.gz,48.3,5720.0,17564.0,11844.0,2.07,12328.0,37550.0,25222.0,2.05,0
Penja1,Penicillium janthinellum ATCC 10455 v1.0,Penja1_AssemblyScaffolds.fasta.gz,Penja1_GeneCatalog_genes_20140203.gff.gz,Penja1.filtered_proteins.FilteredModels1.gff3.gz,51.0,6663.0,20819.0,14156.0,2.12,12098.0,37102.0,25004.0,2.07,2
Penla1,Penicillium lanosocoeruleum ATCC 48919 v1.0,Penla1_AssemblyScaffolds.fasta.gz,Penla1_GeneCatalog_genes_20130529.gff.gz,Penla1.filtered_proteins.FilteredModels1.gff3.gz,48.7,7416.0,23017.0,15601.0,2.1,10698.0,33120.0,22422.0,2.1,1
Penox1,Penicillium oxalicum 114-2,Penox1_AssemblyScaffolds.fasta.gz,Penox1_GeneCatalog_genes_20131211.gff.gz,Penox1.filtered_proteins.ExternalModels.gff3.gz,50.7,9979.0,29452.0,19473.0,1.95,9979.0,29452.0,19473.0,1.95,40
Penra1,Penicillium raistrickii ATCC 10490 v1.0,Penra1_AssemblyScaffolds.fasta.gz,Penra1_GeneCatalog_genes_20140107.gff.gz,Penra1.filtered_proteins.FilteredModels1.gff3.gz,46.6,10210.0,31562.0,21352.0,2.09,11368.0,35334.0,23966.0,2.11,1
Perma1,Periconia macrospinosa DSE2036 v1.0,Perma1_AssemblyScaffolds.fasta.gz,Perma1_GeneCatalog_genes_20141217.gff.gz,,47.2,,,,,18750.0,49519.0,30769.0,1.64,0
Phaal1,Phaeoacremonium aleophilum UCRPA7,Phaal1_AssemblyScaffolds.fasta.gz,Phaal1_GeneCatalog_genes_20130924.gff.gz,Phaal1.filtered_proteins.ExternalModels.gff3.gz,49.7,8834.0,24561.0,15727.0,1.78,8834.0,24561.0,15727.0,1.78,9
Phaca1,Phanerochaete carnosa HHB-10118-Sp v1.0,Phaca1_AssemblyScaffolds.fasta.gz,Phaca1_GeneCatalog_genes_20101213.gff.gz,Phaca1.filtered_proteins.FilteredModels4.gff3.gz,53.1,13937.0,74759.0,60819.0,4.36,13937.0,74759.0,60822.0,4.36,1
Phchr2,Phanerochaete chrysosporium RP-78 v2.2,Phchr2_AssemblyScaffolds.fasta.gz,Phchr2_GeneCatalog_genes_20131210.gff.gz,Phchr2.filtered_proteins.FilteredModels1.gff3.gz,56.8,13602.0,73603.0,60001.0,4.41,13602.0,73603.0,60001.0,4.41,6
Phisc1,Phialocephala scopiformis 5WS22E1 v1.0,Phisc1_AssemblyScaffolds.fasta.gz,Phisc1_GeneCatalog_genes_20150213.gff.gz,,47.6,,,,,18573.0,57092.0,38519.0,2.07,0
Phlbr1,Phlebia brevispora HHB-7030 SS6 v1.0,Phlbr1_AssemblyScaffolds.fasta.gz,Phlbr1_GeneCatalog_genes_20110325.gff.gz,Phlbr1.filtered_proteins.FilteredModels1.gff3.gz,52.0,16170.0,91546.0,75375.0,4.66,16170.0,91546.0,75376.0,4.66,0
Phlgi1,Phlebiopsis gigantea v1.0,Phlgi1_AssemblyScaffolds.fasta.gz,Phlgi1_GeneCatalog_genes_20110614.gff.gz,Phlgi1.filtered_proteins.FilteredModels2.gff3.gz,54.8,11891.0,71317.0,59426.0,5.0,11891.0,71317.0,59426.0,5.0,8
Photr1,Phoma tracheiphila IPT5 v1.0,Photr1_AssemblyScaffolds.fasta.gz,Photr1_GeneCatalog_genes_20140424.gff.gz,Photr1.filtered_proteins.FilteredModels1.gff3.gz,51.4,8501.0,22996.0,14495.0,1.71,13209.0,35238.0,22029.0,1.67,0
Phybl2,Phycomyces blakesleeanus NRRL1555 v2.0,Phycomyces_blakesleeanus_v2_scaffolds.fasta.gz,,Phybl2.filtered_proteins.FilteredModels3.gff3.gz,35.8,1551.0,6986.0,5435.0,3.5,,,,,1
Phycit1,Phyllosticta citriasiana v1.0,Phycit1_AssemblyScaffolds.fasta.gz,Phycit1_GeneCatalog_genes_20140925.gff.gz,,53.1,,,,,11368.0,30766.0,19398.0,1.71,0
Picme2,Pichia membranifaciens v2.0,Picme2_AssemblyScaffolds.fasta.gz,Picme2_GeneCatalog_genes_20111110.gff.gz,Picme2.filtered_proteins.FilteredModels1.gff3.gz,45.1,5546.0,6816.0,1227.0,0.22,5546.0,6816.0,1270.0,0.23,2
Picpa1,Pichia pastoris,Picpa1_AssemblyScaffolds.fasta.gz,Picpa1_GeneCatalog_genes_20130227.gff.gz,Picpa1.filtered_proteins.ExternalModels.gff3.gz,41.1,5040.0,5612.0,572.0,0.11,5040.0,5612.0,572.0,0.11,15
Picst3,Pichia stipitis v2.0,pichia.AssembledScaffolds.fasta.gz,Pstipitisv2.FrozenGeneCatalog20080115.gff.gz,Picst3.filtered_proteins.GeneCatalog.gff3.gz,41.1,669.0,924.0,255.0,0.38,5807.0,8390.0,2583.0,0.44,2
Pieho1_1,Piedraia hortae v1.1,Pieho1_1_AssemblyScaffolds.fasta.gz,Pieho1_1_GeneCatalog_genes_20130807.gff.gz,Pieho1_1.filtered_proteins.FilteredModels1.gff3.gz,52.2,7572.0,13903.0,6331.0,0.84,7572.0,13903.0,6331.0,0.84,0
Pilcr1,Piloderma croceum F 1598 v1.0,Pilcr1_AssemblyScaffolds.fasta.gz,Pilcr1_GeneCatalog_genes_20120328.gff.gz,Pilcr1.filtered_proteins.FilteredModels1.gff3.gz,46.3,21583.0,102528.0,80921.0,3.75,21583.0,102528.0,80945.0,3.75,6
PirE2_1,Piromyces sp. E2 v1.0,PirE2_1_AssemblyScaffolds.fasta.gz,PirE2_1_GeneCatalog_genes_20110421.gff.gz,PirE2_1.filtered_proteins.FilteredModels1.gff3.gz,21.8,14648.0,45229.0,30577.0,2.09,14648.0,45229.0,30581.0,2.09,0
Pirin1,Piriformospora indica DSM 11827 from MPI,Pirin1_AssemblyScaffolds.fasta.gz,Pirin1_GeneCatalog_genes_20111203.gff.gz,Pirin1.filtered_proteins.ExternalModels1.gff3.gz,50.7,11767.0,60685.0,48916.0,4.16,11767.0,60685.0,48918.0,4.16,0
Pismi1,Pisolithus microcarpus 441 v1.0,Pismi1_AssemblyScaffolds.fasta.gz,Pismi1_GeneCatalog_genes_20120412.gff.gz,Pismi1.filtered_proteins.FilteredModels1.gff3.gz,49.0,21064.0,85126.0,64041.0,3.04,21064.0,85126.0,64062.0,3.04,24
Pisti1,Pisolithus tinctorius Marx 270 v1.0,Pisti1_AssemblyScaffolds.fasta.gz,Pisti1_GeneCatalog_genes_20120410.gff.gz,Pisti1.filtered_proteins.FilteredModels1.gff3.gz,48.9,22701.0,93250.0,70519.0,3.11,22701.0,93250.0,70549.0,3.11,2
Plecu1,Plectosphaerella cucumerina DS2psM2a2 v1.0,Plecu1_AssemblyScaffolds.fasta.gz,Plecu1_GeneCatalog_genes_20150512.gff.gz,,57.3,,,,,14254.0,36669.0,22415.0,1.57,0
PleosPC15_2,Pleurotus ostreatus PC15 v2.0,PleosPC15_2_Assembly_scaffolds.fasta.gz,,PleosPC15_2.filtered_proteins.FilteredModels1.gff3.gz,50.9,12330.0,75035.0,62704.0,5.09,,,,,2
PleosPC9_1,Pleurotus ostreatus PC9 v1.0,PleosPC9_1_Assembly_scaffolds.fasta.gz,,PleosPC9_1.filtered_proteins.Filteredmodels2.gff3.gz,50.9,12206.0,74225.0,62015.0,5.08,,,,,2
Plesi1,Pleomassaria siparia v1.0,Plesi1_AssemblyScaffolds.fasta.gz,Plesi1_GeneCatalog_genes_20130603.gff.gz,Plesi1.filtered_proteins.FilteredModels1.gff3.gz,47.4,9079.0,25744.0,16665.0,1.84,13486.0,37895.0,24409.0,1.81,0
Plicr1,Plicaturopsis crispa v1.0,Plicr1_AssemblyScaffolds.fasta.gz,Plicr1_GeneCatalog_genes_20111115.gff.gz,Plicr1.filtered_proteins.FilteredModels1.gff3.gz,53.7,13626.0,79621.0,65978.0,4.84,13626.0,79621.0,65995.0,4.84,0
Pneji1,Pneumocystis jirovecii,Pneji1_AssemblyScaffolds.fasta.gz,Pneji1_GeneCatalog_genes_20130607.gff.gz,Pneji1.filtered_proteins.ExternalModels.gff3.gz,28.4,3520.0,20191.0,16671.0,4.74,3520.0,20191.0,16671.0,4.74,10
Podan2,Podospora anserina S mat+,Podan2_AssemblyScaffolds.fasta.gz,Podan2_GeneCatalog_genes_20140114.gff.gz,Podan2.filtered_proteins.GenoscopeModels.gff3.gz,52.2,1520.0,3669.0,2147.0,1.41,3520.0,20191.0,16671.0,4.74,7
Polar1,Polyporus arcularius v1.0,Polar1_AssemblyScaffolds.fasta.gz,Polar1_GeneCatalog_genes_20130201.gff.gz,Polar1.filtered_proteins.FilteredModels1.gff3.gz,57.0,17525.0,92365.0,74840.0,4.27,17525.0,92365.0,74840.0,4.27,0
Polbr1,Polyporus brumalis BRFM 1820 v1.0,Polbr1_AssemblyScaffolds.fasta.gz,Polbr1_GeneCatalog_genes_20150501.gff.gz,,57.1,,,,,18244.0,95515.0,77271.0,4.24,0
Polci1,Polychaeton citri v1.0,Polci1_AssemblyScaffolds.fasta.gz,Polci1_GeneCatalog_genes_20130311.gff.gz,Polci1.filtered_proteins.FilteredModels1.gff3.gz,51.5,10582.0,22439.0,11857.0,1.12,10582.0,22439.0,11857.0,1.12,0
Polfu1,Polyplosphaeria fusca CBS 125425 v1.0,Polfu1_AssemblyScaffolds.fasta.gz,Polfu1_GeneCatalog_genes_20140813.gff.gz,,53.3,,,,,15194.0,40882.0,25688.0,1.69,0
Pospl1,,,Pospl1.filtered_proteins.FrozenGeneCatalog_20090305.gff3.gz,,,,,,,15194.0,40882.0,25688.0,1.69,0
PosplRSB12_1,Postia placenta MAD-698-R-SB12 v1.0,PosplRSB12_1_AssemblyScaffolds.fasta.gz,PosplRSB12_1_GeneCatalog_genes_20111103.gff.gz,PosplRSB12_1.filtered_proteins.FilteredModels1.gff3.gz,53.8,12541.0,78157.0,65610.0,5.23,12541.0,78157.0,65616.0,5.23,3
Psean1_1,Pseudozyma antarctica T-34,Psean1_1_AssemblyScaffolds.fasta.gz,Psean1_1_GeneCatalog_genes_20140109.gff.gz,Psean1_1.filtered_proteins.ExternalModels.gff3.gz,61.1,6640.0,11452.0,4812.0,0.72,6640.0,11452.0,4812.0,0.72,0
Psehu1,Pseudozyma hubeiensis SY62,Psehu1_AssemblyScaffolds.fasta.gz,Psehu1_GeneCatalog_genes_20130926.gff.gz,Psehu1.filtered_proteins.ExternalModels.gff3.gz,56.5,7472.0,10953.0,3481.0,0.47,7472.0,10953.0,3481.0,0.47,0
Psehy1,Pseudovirgaria hyperparasitica CBS 121739 v1.0,Psehy1_AssemblyScaffolds.fasta.gz,Psehy1_GeneCatalog_genes_20140829.gff.gz,,47.5,,,,,11232.0,30682.0,19450.0,1.73,0
Pucgr1,Puccinia graminis,Puccinia_graminis.unmasked.fasta.gz,,Pucgr1.filtered_proteins.BroadModels1.gff3.gz,43.4,684.0,3301.0,2617.0,3.83,,,,,0
Pucst1,Puccinia striiformis f. sp. tritici PST-130 ,Pucst1_AssemblyScaffolds.fasta.gz,Pucst1_GeneCatalog_genes_20130920.gff.gz,Pucst1.filtered_proteins.ExternalModels.gff3.gz,44.4,,,,,18021.0,68760.0,50739.0,2.82,61
Punst1,Punctularia strigosozonata v1.0,Punst1_AssemblyScaffolds.fasta.gz,Punst1_GeneCatalog_genes_20101026.gff.gz,Punst1.filtered_proteins.FilteredModels1.gff3.gz,55.2,11538.0,71843.0,60304.0,5.23,11538.0,71843.0,60305.0,5.23,9
Pycci1,Pycnoporus cinnabarinus BRFM 137,Pycci1_AssemblyScaffolds.fasta.gz,Pycci1_GeneCatalog_genes_20140109.gff.gz,Pycci1.filtered_proteins.ExternalModels.gff3.gz,55.7,10442.0,61298.0,50856.0,4.87,10442.0,61298.0,50856.0,4.87,0
Pycco1,Pycnoporus coccineus BRFM 310 v1.0,Pycco1_AssemblyScaffolds.fasta.gz,Pycco1_GeneCatalog_genes_20140114.gff.gz,,56.6,,,,,12690.0,74658.0,61968.0,4.88,46
Pycco1662_1,Pycnoporus coccineus CIRM1662,Pycco1662_1_AssemblyScaffolds.fasta.gz,Pycco1662_1_GeneCatalog_genes_20140607.gff.gz,Pycco1662_1.filtered_proteins.FilteredModels1.gff3.gz,56.5,12798.0,74601.0,61803.0,4.83,12798.0,74601.0,61803.0,4.83,46
Pycsa1,Pycnoporus sanguineus BRFM 1264 v1.0,Pycsa1_AssemblyScaffolds.fasta.gz,Pycsa1_GeneCatalog_genes_20140123.gff.gz,,56.6,,,,,14165.0,79114.0,64949.0,4.59,16
Pyrco1,Pyronema confluens CBS100304,Pyrco1_AssemblyScaffolds.fasta.gz,Pyrco1_GeneCatalog_genes_20131110.gff.gz,Pyrco1.filtered_proteins.ExternalModels.gff3.gz,47.8,13367.0,35901.0,22534.0,1.69,13367.0,35901.0,22534.0,1.69,6
Pyrsp1,Pyrenochaeta sp. DS3sAY3a v1.0,Pyrsp1_AssemblyScaffolds.fasta.gz,Pyrsp1_GeneCatalog_genes_20141006.gff.gz,,51.2,,,,,14995.0,41170.0,26175.0,1.75,0
Pyrtr1,Pyrenophora tritici-repentis,Pyrenophora_tritici_repentis_unmasked_assembly.fasta.gz,,Pyrtr1.filtered_proteins.broadModels.gff3.gz,51.0,12141.0,32671.0,20530.0,1.69,,,,,0
Pyrtt1,Pyrenophora teres f. teres,Pyrtt1_AssemblyScaffolds.fasta.gz,Pyrtt1_GeneCatalog_genes_20110408.gff.gz,Pyrtt1.filtered_proteins.ExternalModels.gff3.gz,50.9,11799.0,29546.0,17747.0,1.5,11799.0,29546.0,17747.0,1.5,0
Ramac1,Ramaria rubella (R. acris) UT-36052-T v1.0,Ramac1_AssemblyScaffolds.fasta.gz,Ramac1_GeneCatalog_genes_20140310.gff.gz,Ramac1.filtered_proteins.FilteredModels5.gff3.gz,45.8,19287.0,106579.0,87291.0,4.53,19287.0,106579.0,87292.0,4.53,0
Rambr1,Ramicandelaber brevisporus CBS 109374 v1.0,Rambr1_AssemblyScaffolds.fasta.gz,Rambr1_GeneCatalog_genes_20140929.gff.gz,,49.0,,,,,9281.0,13710.0,4429.0,0.48,0
Rhich1,Rhizopus microsporus var. chinensis CCTCC M201021,Rhich1_AssemblyScaffolds.fasta.gz,Rhich1_GeneCatalog_genes_20131210.gff.gz,Rhich1.filtered_proteins.ExternalModels.gff3.gz,36.9,17676.0,80150.0,62474.0,3.53,17676.0,80150.0,62474.0,3.53,0
Rhier1,Rhizoscyphus ericae UAMH 7357 v1.0,Rhier1_AssemblyScaffolds.fasta.gz,Rhier1_GeneCatalog_genes_20141012.gff.gz,,41.5,,,,,16784.0,50616.0,33832.0,2.02,0
Rhili1,Rhizodiscina lignyota CBS 133067 v1.0,Rhili1_AssemblyScaffolds.fasta.gz,Rhili1_GeneCatalog_genes_20150422.gff.gz,,51.0,,,,,12801.0,36263.0,23462.0,1.83,1
Rhimi1_1,Rhizopus microsporus var. microsporus ATCC52813 v1.0,Rhimi1_1_AssemblyScaffolds.fasta.gz,Rhimi1_1_GeneCatalog_genes_20130624.gff.gz,Rhimi1_1.filtered_proteins.FilteredModels2.gff3.gz,37.5,10905.0,43961.0,33056.0,3.03,10905.0,43961.0,33056.0,3.03,0
Rhimi_ATCC11559_1,Rhizopus microsporus ATCC11559 v1.0,Rhimi_ATCC11559_1_AssemblyScaffolds.fasta.gz,Rhimi_ATCC11559_1_GeneCatalog_genes_20150408.gff.gz,,37.2,,,,,11355.0,45000.0,33645.0,2.96,0
Rhimi_ATCC52814_1,Rhizopus microsporus var. microsporus ATCC52814 v1.0,Rhimi_ATCC52814_1_AssemblyScaffolds.fasta.gz,Rhimi_ATCC52814_1_GeneCatalog_genes_20150309.gff.gz,,37.4,,,,,11502.0,44229.0,32727.0,2.85,0
Rhior3,Rhizopus oryzae 99-880 from Broad,Rhior3_scaffolds.fasta.gz,,Rhior3.filtered_proteins.BroadGene.gff3.gz,35.6,17467.0,57981.0,40514.0,2.32,,,,,4
Rhisa1,Rhizopogon salebrosus TDB-379 v1.0,Rhisa1_AssemblyScaffolds.fasta.gz,Rhisa1_GeneCatalog_genes_20141012.gff.gz,,48.8,,,,,18900.0,94326.0,75426.0,3.99,0
Rhiso1,Rhizoctonia solani AG-1 IB,Rhiso1_AssemblyScaffolds.fasta.gz,Rhiso1_GeneCatalog_genes_20131028.gff.gz,Rhiso1.filtered_proteins.ExternalModels.gff3.gz,48.1,15157.0,88436.0,73279.0,4.83,15157.0,88436.0,73279.0,4.83,15
Rhivi1,Rhizopogon vinicolor AM-OR11-026 v1.0,Rhivi1_AssemblyScaffolds.fasta.gz,Rhivi1_GeneCatalog_genes_20140605.gff.gz,Rhivi1.filtered_proteins.FilteredModels1.gff3.gz,48.2,14469.0,80703.0,66233.0,4.58,14469.0,80703.0,66234.0,4.58,1
Rhoba1_1,Rhodotorula graminis strain WP1 v1.1,Rhoba1_1_AssemblyScaffolds.fasta.gz,Rhoba1_1_GeneCatalog_genes_20100913.gff.gz,Rhoba1_1.filtered_proteins.FilteredModels2.gff3.gz,67.8,7283.0,45433.0,38150.0,5.24,7283.0,45433.0,38150.0,5.24,0
Rhodsp1,Microstromatales sp. MCA 4718 v1.0,Rhodsp1_AssemblyScaffolds.fasta.gz,Rhodsp1_GeneCatalog_genes_20150111.gff.gz,,56.4,,,,,6681.0,17455.0,10774.0,1.61,0
Rhomi1,Rhodotorula minuta MCA 4210 v1.0,Rhomi1_MitoScaffolds.fasta.gz,Rhomi1_GeneCatalog_genes_20140320.gff.gz,Rhomi1.filtered_proteins.FilteredModels1.gff3.gz,40.7,7814.0,43865.0,36051.0,4.61,7814.0,43865.0,36051.0,4.61,0
Rhosp1,Rhodotorula sp. JG-1b,Rhosp1_AssemblyScaffolds.fasta.gz,Rhosp1_GeneCatalog_genes_20140409.gff.gz,,60.6,,,,,6680.0,42063.0,35383.0,5.3,0
Rhoto1,Rhodosporidium toruloides NP11,Rhoto1_AssemblyScaffolds.fasta.gz,Rhoto1_GeneCatalog_genes_20141208.gff.gz,,62.0,,,,,8140.0,50966.0,42826.0,5.26,3
Rhyru1_1,Rhytidhysteron rufulum,Rhyru1_1_AssemblyScaffolds.fasta.gz,Rhyru1_1_GeneCatalog_genes_20150204.gff.gz,,47.9,,,,,12117.0,38327.0,26210.0,2.16,0
Ricme1,Peniophora aff. cinerea v1.0,Ricme1_AssemblyScaffolds.fasta.gz,Ricme1_GeneCatalog_genes_20130412.gff.gz,Ricme1.filtered_proteins.FilteredModels1.gff3.gz,54.3,18952.0,94316.0,75364.0,3.98,18952.0,94316.0,75364.0,3.98,0
Rozal1_1,Rozella allomycis CSF55,Rozal1_1_AssemblyScaffolds.fasta.gz,Rozal1_1_GeneCatalog_genes_20140111.gff.gz,Rozal1_1.filtered_proteins.ExternalModels.gff3.gz,34.8,6350.0,26973.0,20623.0,3.25,6350.0,26973.0,20623.0,3.25,0
Rutfi1,Rutstroemia firma CBS 115.86 v1.0,Rutfi1_AssemblyScaffolds.fasta.gz,Rutfi1_GeneCatalog_genes_20150501.gff.gz,,42.2,,,,,13359.0,39555.0,26196.0,1.96,0
Sacce1,Saccharomyces cerevisiae S288C,Sacce1_AssemblyScaffolds.fasta.gz,Sacce1_GeneCatalog_genes_20101210.gff.gz,Sacce1.filtered_proteins.ExternalModels.gff3.gz,38.3,6575.0,6860.0,285.0,0.04,6575.0,6860.0,285.0,0.04,3766
SacceM3707_1,Saccharomyces cerevisiae M3707 Dikaryon,SacceM3707_1_AssemblyScaffolds.fasta.gz,SacceM3707_1_GeneCatalog_genes_20120712.gff.gz,SacceM3707_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5974.0,6492.0,500.0,0.08,5974.0,6492.0,518.0,0.09,3766
SacceM3836_1,Saccharomyces cerevisiae M3836 v1.0,SacceM3836_1_AssemblyScaffolds.fasta.gz,SacceM3836_1_GeneCatalog_genes_20120712.gff.gz,SacceM3836_1.filtered_proteins.FilteredModels1.gff3.gz,38.3,5984.0,6500.0,494.0,0.08,5984.0,6500.0,516.0,0.09,3766
SacceM3837_1,Saccharomyces cerevisiae M3837 v1.0,SacceM3837_1_AssemblyScaffolds.fasta.gz,SacceM3837_1_GeneCatalog_genes_20120713.gff.gz,SacceM3837_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5969.0,6498.0,508.0,0.09,5969.0,6498.0,529.0,0.09,3766
SacceM3838_1,Saccharomyces cerevisiae M3838 v1.0,SacceM3838_1_AssemblyScaffolds.fasta.gz,SacceM3838_1_GeneCatalog_genes_20120714.gff.gz,SacceM3838_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5991.0,6519.0,511.0,0.09,5991.0,6519.0,528.0,0.09,3766
SacceM3839_1,Saccharomyces cerevisiae M3839 v1.0,SacceM3839_1_AssemblyScaffolds.fasta.gz,SacceM3839_1_GeneCatalog_genes_20120714.gff.gz,SacceM3839_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5989.0,6527.0,520.0,0.09,5989.0,6527.0,538.0,0.09,3766
SacceYB210_1,Saccharomyces cerevisiae YB210 Standard Draft,SacceYB210_1_AssemblyScaffolds.fasta.gz,SacceYB210_1_GeneCatalog_genes_20130329.gff.gz,SacceYB210_1.filtered_proteins.FilteredModels1.gff3.gz,38.2,5994.0,7176.0,1182.0,0.2,5994.0,7176.0,1182.0,0.2,3766
